url_length,url_entropy,num_subdomains,contains_ip,suspicious_tokens,num_redirects,external_domain_calls,https_used,script_count,script_density,inline_script_ratio,permission_requests,auto_downloads,popup_count,time_on_page,repeat_visits,session_frequency
40,3.491761336220673,2,0,0,1,3,1,6,0.3010097613422701,0.12024952789007204,0,0,0,143.76843869838194,1,3
35,3.4850554278529815,0,0,0,1,3,1,8,0.10085264609919174,0.18963472165571443,0,0,0,37.74723693996904,2,1
37,2.5658092139497963,2,0,1,0,3,1,4,0.35738652727451714,0.1596736016682376,0,0,0,171.4809656277925,1,3
32,2.7269941920769405,2,0,1,1,3,1,4,0.2552889485193902,0.13668156221613637,0,0,0,139.8904568227895,1,1
42,3.2582464731569587,0,0,1,0,1,1,7,0.3792662116182426,0.17400719898965278,0,0,0,40.78878792571221,1,3
142,4.3500198157650765,4,1,3,3,14,0,37,0.8068833831874649,0.651886721862317,4,1,3,9.756049504489255,0,10
135,4.219777023753962,6,0,3,4,13,1,20,0.8260874918747064,0.617400766884914,3,0,3,4.961149268916937,0,6
55,2.6602691056881365,2,0,1,1,2,1,4,0.29796096004871175,0.1147376493676264,0,0,0,142.17649073408217,1,3
20,2.718426067850482,1,0,0,1,3,1,5,0.3596713660284294,0.13658241095134255,0,0,0,127.84605878799309,2,1
33,3.768632121618597,0,0,1,1,3,1,9,0.10740918930583339,0.17153886957759307,0,0,0,105.85251040457925,4,1
54,2.521783195840097,0,0,1,1,1,1,9,0.2594716458060194,0.054898859117674385,0,0,0,96.09539069152133,4,2
56,3.1789162380712455,0,0,1,1,1,1,9,0.1256042394981304,0.05775225817529116,0,0,0,105.01674105090368,3,3
22,3.151511550894737,2,0,1,1,3,1,6,0.2952173153001401,0.18002322285327338,0,0,0,163.03568919400075,1,3
130,4.800301476315163,5,1,3,6,8,1,30,0.724402838253586,0.5257565198382004,4,0,9,7.925368485840283,0,8
45,2.7556674021073992,2,0,1,0,3,1,9,0.16692590035869248,0.13185029974529522,0,0,0,129.4360207864226,4,1
38,3.723137963239484,1,0,0,1,1,1,3,0.13197790909239723,0.14867679569045542,0,0,0,179.90619612330664,2,3
42,3.4313888760264266,0,0,0,1,1,1,7,0.38734906524258306,0.1825643023187048,0,0,0,169.33270705861557,3,2
134,4.766006214966417,7,0,5,5,12,1,18,0.7784614818719635,0.4524113204703828,3,0,3,3.7878812486666837,0,7
58,3.789620760215886,1,0,1,1,2,1,8,0.33035827693775666,0.05607637594119828,0,0,0,39.6657892067592,1,3
109,4.36450779632743,5,0,3,3,9,0,31,0.7521126788535386,0.644046130132488,3,1,8,5.428735348495736,0,9
24,3.442386570611771,1,0,0,1,1,1,5,0.34313097568468764,0.1061458990109487,0,0,0,57.01026916196696,2,1
51,3.500965703668581,0,0,1,0,1,1,8,0.3461407049082561,0.13764795976440636,0,0,0,101.3643890837716,2,3
27,3.2415771667270192,0,0,1,1,1,1,7,0.1814047095321688,0.17431062637278943,0,0,0,77.08053227097429,4,1
39,3.3201983272979123,2,0,1,1,1,1,4,0.19057501002325056,0.16416324590358133,0,0,0,76.68284237456746,2,1
23,2.616435831611204,0,0,1,1,3,1,7,0.31672341533906345,0.05110878521664396,0,0,0,101.46166606745587,1,2
105,4.442014546469892,7,1,5,5,10,0,20,0.7499976144106272,0.7632928829132266,4,1,7,6.597663617178788,0,8
56,3.399665718951668,1,0,0,0,2,1,7,0.2855830867281817,0.13528283834069182,0,0,0,29.46833149816669,4,3
31,3.0239407046675577,1,0,1,1,3,1,7,0.3930896638379868,0.07803971441621704,0,0,0,91.24384396235273,1,2
97,4.715954371692395,4,1,5,4,10,1,24,0.6846670204071152,0.5992510144019902,2,1,6,7.9524806148668254,0,10
37,2.842559299577114,2,0,0,0,3,1,6,0.22731670542175314,0.0735144421398942,0,0,0,88.22496903871566,2,2
22,3.653698627267554,2,0,1,1,3,1,8,0.2809592206530939,0.17102752234438792,0,0,0,174.02389096877994,4,1
28,2.9170140844632564,1,0,1,0,3,1,6,0.19778767156056543,0.08303615713483226,0,0,0,133.78392519008287,3,3
25,2.6694429406397933,2,0,0,0,1,1,3,0.10911387398633876,0.15691306321438764,0,0,0,27.401310281805422,1,2
44,3.4479255338142822,0,0,1,1,1,1,8,0.3555523710621843,0.11058467962551857,0,0,0,32.418343157030534,1,1
27,3.507817267385434,2,0,0,0,1,1,7,0.3884476973722337,0.15018018600512203,0,0,0,169.312814041489,4,3
26,2.6029423318412137,0,0,0,0,3,1,3,0.3857926392402584,0.11659823215130456,0,0,0,47.9533747278057,3,2
24,3.085307172674402,1,0,1,0,3,1,7,0.12900836793627016,0.15806851121941345,0,0,0,65.09200052727552,1,2
133,4.996004675492516,5,1,3,4,9,0,33,0.63774952165373,0.725125359823095,4,1,6,4.132271374374276,0,9
49,2.881890434935602,2,0,0,1,3,1,9,0.22703164146993776,0.12723912632910084,0,0,0,47.30838964835739,3,3
46,2.6475157289156708,0,0,1,0,3,1,4,0.25939923780195273,0.17083712396618506,0,0,0,146.6164357843735,4,3
42,2.867248344607254,1,0,1,1,3,1,4,0.21092134326180664,0.12290863128540215,0,0,0,70.2051429289166,1,1
117,5.1458713462961665,6,0,5,4,6,0,21,0.9118693178446373,0.5665427740469364,4,1,5,1.8689543073797061,0,6
58,3.7520223701671434,1,0,1,1,3,1,6,0.1386707755220497,0.15799952039411697,0,0,0,36.186499138096515,1,3
46,3.0066872036544394,1,0,1,1,1,1,8,0.2141201646911229,0.19652004927659894,0,0,0,37.71529493221051,4,1
28,2.5240906036726334,1,0,0,1,3,1,6,0.3359517140584367,0.08655623178565142,0,0,0,68.94317012184318,1,2
125,5.10897128079859,5,1,4,7,11,1,30,0.9315092170970158,0.6976000904527189,4,0,4,1.5752018885422698,0,8
59,2.524545142149105,2,0,1,1,3,1,7,0.224344293776308,0.052221329169893776,0,0,0,154.56719720200965,3,2
35,3.614568119720248,1,0,0,0,1,1,5,0.19358559714853915,0.09811141106571913,0,0,0,135.90762761825872,2,1
54,2.9780871561404765,1,0,1,0,1,1,7,0.330791468092402,0.051654689664297086,0,0,0,86.58463970876184,3,1
28,2.6789186547178696,2,0,0,0,1,1,4,0.35773352729407504,0.12500873887866304,0,0,0,127.98291248866477,2,1
50,3.274383771409988,0,0,0,1,2,1,4,0.24097461161007863,0.12537363152403982,0,0,0,52.123355961068576,2,3
57,3.203510026830856,0,0,1,0,3,1,7,0.3539603479370216,0.12577485672840988,0,0,0,139.6855582946542,4,2
57,3.2692063109982232,0,0,0,1,3,1,9,0.13950803154161157,0.08512766702232286,0,0,0,145.88005362470992,3,2
50,3.1188269189441558,2,0,1,0,3,1,4,0.297135651718382,0.10476408803477089,0,0,0,117.83917643507186,3,2
30,3.5968815571834813,2,0,0,1,2,1,8,0.34918682812953744,0.083698609646265,0,0,0,83.89321283187562,3,3
24,3.3125348241534276,1,0,0,1,3,1,7,0.2136661270997816,0.05520742282758419,0,0,0,36.33198796257567,2,3
50,2.568594835217483,0,0,0,1,1,1,9,0.27233102676166177,0.07068279040340157,0,0,0,130.20200652981845,2,1
92,5.019521203846799,7,1,3,6,7,0,22,0.6300128678188865,0.6304603864598298,5,0,7,9.872261389075826,0,8
55,3.205541776351875,2,0,0,0,3,1,8,0.3725351684000886,0.1375087692149181,0,0,0,84.13622668218238,3,2
83,4.21450096350538,7,1,4,4,6,0,24,0.7781512059189164,0.8439090574824993,4,1,4,2.4898671534077854,0,8
45,2.7611403341822967,1,0,0,1,2,1,5,0.26224811919146196,0.17275409620928253,0,0,0,47.468511206914705,4,2
57,3.0034567348522936,2,0,0,1,2,1,6,0.2190843918802879,0.11830747032209116,0,0,0,86.39366977274888,3,2
43,3.756526594121686,0,0,0,0,3,1,6,0.2742267997166978,0.1612526193487735,0,0,0,128.036934009926,3,2
32,3.42661097908188,2,0,0,1,1,1,5,0.3584541121680681,0.18029594597351384,0,0,0,135.89510501272633,3,3
34,3.460109869416052,0,0,0,0,2,1,5,0.16104639836659376,0.193183076362625,0,0,0,166.96345644328287,4,1
58,3.6342759373781712,1,0,1,1,2,1,9,0.3154042534381005,0.10580653517183111,0,0,0,34.79192272593066,2,3
95,4.764442569552511,4,0,3,5,9,1,21,0.8898208399565066,0.6057818859505152,3,1,5,1.3028529892155096,0,6
43,3.2509215403190113,1,0,0,1,1,1,3,0.33414871226382636,0.09163807589441272,0,0,0,55.21555425297553,2,1
29,3.186461683704939,0,0,0,1,2,1,7,0.3754855106139874,0.1112060692404225,0,0,0,50.60437936598353,4,1
33,3.372827894436858,1,0,0,1,3,1,4,0.27894012262406315,0.17215758810036225,0,0,0,81.13975911359572,1,1
110,5.000850086841944,6,0,5,6,11,0,21,0.9336085118699085,0.7041066361897876,4,0,9,3.640507080246805,0,11
30,3.7176596959600854,0,0,0,1,3,1,4,0.29780721618365324,0.12660244766707737,0,0,0,96.32771602869674,4,3
38,3.297051110790014,0,0,0,0,3,1,6,0.3287602113326604,0.13773963409680828,0,0,0,62.597040239809644,1,3
23,2.629092863579801,1,0,1,0,3,1,4,0.21863028039787433,0.09698093916052611,0,0,0,43.52989609065414,1,2
35,3.4785452791737685,2,0,1,1,3,1,7,0.3458194692899479,0.10397373509548498,0,0,0,106.52250100808686,1,1
47,3.648354611328735,0,0,1,0,1,1,4,0.16601987643540755,0.10827967220090631,0,0,0,158.51635793708698,4,3
116,4.70641391382598,7,1,3,6,9,1,34,0.6470839223012146,0.4863948259412316,5,1,8,3.616694793016065,0,9
32,2.79096289926941,2,0,0,0,2,1,7,0.12744605121932648,0.1816191293945571,0,0,0,62.49600681419297,4,1
52,2.7076742983041275,1,0,0,0,2,1,3,0.2632089895883727,0.13396935832696466,0,0,0,103.21846632038313,1,3
57,3.434687983909203,0,0,1,1,1,1,9,0.17699850696877434,0.1389477121633241,0,0,0,169.75906864028443,1,3
136,4.891483905945694,6,0,4,3,14,1,30,0.9127106689584905,0.8116131796232497,2,1,9,3.0470342865831967,0,9
38,3.51682264201862,2,0,1,1,2,1,3,0.3910771329178172,0.11564919922223053,0,0,0,57.595744799352445,3,1
22,3.1212275613870766,1,0,1,0,1,1,7,0.30986027728465715,0.09603966094718488,0,0,0,29.135094065270994,1,2
24,2.88871648349215,1,0,0,1,1,1,5,0.2928406150486248,0.15392017979448633,0,0,0,159.3548159780068,3,1
54,3.74297271324508,1,0,1,1,1,1,7,0.33648256245124897,0.08885527161550208,0,0,0,133.3882751944811,3,1
26,2.750241095826575,0,0,1,0,2,1,9,0.10749522468455484,0.15810876680400185,0,0,0,102.24373918024156,2,3
53,3.035407968087846,1,0,1,0,3,1,8,0.3788749283792707,0.0776329848944539,0,0,0,89.89760584914025,4,1
50,3.597477082944205,2,0,1,1,2,1,9,0.39701615503127907,0.07101260228547861,0,0,0,102.93274437819788,2,2
28,3.6271782370926315,1,0,1,0,3,1,5,0.26510538365162534,0.1270933170036062,0,0,0,130.41969882912127,3,1
25,3.0576804113931577,1,0,0,1,3,1,7,0.23092587961887792,0.1500157864675846,0,0,0,35.09238820656698,4,3
21,3.4955777510053827,1,0,1,1,2,1,6,0.18277680831416407,0.16528719963698033,0,0,0,56.20358880050979,4,2
51,2.663181435596239,2,0,1,1,2,1,7,0.14748587681772943,0.1183491232329638,0,0,0,116.9118784735801,2,1
58,2.801318667376155,0,0,0,0,1,1,8,0.2660113569249316,0.12546987088273104,0,0,0,51.01809086990283,2,1
33,2.5787863800293827,1,0,1,0,3,1,5,0.30989187088663656,0.17572324624829638,0,0,0,148.44974957192008,2,2
26,3.1091823531579625,0,0,0,0,3,1,5,0.32372012010440776,0.05527354880727522,0,0,0,112.01126705366639,2,2
28,2.811986173030945,2,0,1,0,2,1,7,0.23401435817755614,0.12522769405252498,0,0,0,59.46537852886504,2,2
43,3.087429758047961,0,0,0,0,2,1,7,0.31082148978687607,0.16890551086711272,0,0,0,120.65881258148268,2,3
43,2.874314322321185,0,0,0,1,3,1,9,0.30640915568559446,0.09789753200320611,0,0,0,60.352384345492936,1,1
45,3.1726623277568518,1,0,1,1,2,1,9,0.13347817743000018,0.17596470860579044,0,0,0,179.54724022811592,3,1
87,4.956834956988032,7,1,3,5,6,0,18,0.7736615741353903,0.8123615820384601,3,1,3,1.921550165138589,0,7
114,5.0315022619830625,4,1,4,7,11,1,34,0.838049995019087,0.42835232568502335,5,1,7,2.8956855004687085,0,6
144,4.5752661934780985,7,1,3,4,12,0,29,0.8249631698858414,0.6681491828985933,4,0,8,5.3179422200414,0,7
21,3.110745617883286,0,0,1,1,3,1,9,0.14928113483677843,0.12555791518849346,0,0,0,152.83246149532192,4,1
24,3.0053442522395106,0,0,1,0,1,1,6,0.14140464610601552,0.06215579156975852,0,0,0,152.7556586114599,2,3
37,3.651688194146652,0,0,0,1,2,1,7,0.3160472382792821,0.09308318138077262,0,0,0,160.76038436709499,4,3
58,3.428931049921103,1,0,1,0,1,1,7,0.20091811702087284,0.12785325403678338,0,0,0,176.6821266247226,1,3
56,2.9720069853182256,1,0,1,1,3,1,5,0.39595457463789396,0.1408662229035331,0,0,0,57.95628667775912,2,1
31,2.993299794771504,1,0,1,0,2,1,9,0.1885326580552856,0.16001027740023588,0,0,0,159.40431809938514,2,2
39,3.5497971320173907,1,0,0,0,2,1,4,0.3578508926874694,0.1564677575335959,0,0,0,97.15603685397225,2,2
46,3.4656806594053973,0,0,1,0,3,1,6,0.272047529167293,0.08228657307514306,0,0,0,157.85999201343654,1,3
125,4.632453579767159,6,0,5,5,13,1,36,0.7960732909593307,0.6146606709838182,3,0,8,6.4369801103576245,0,8
37,2.9321546998266745,0,0,1,1,1,1,4,0.22127249263211177,0.198989779464462,0,0,0,158.96912451991372,2,1
42,3.059555633417287,1,0,1,1,3,1,9,0.28057702930453954,0.18387849349322694,0,0,0,90.94080230067004,4,1
51,2.8601330835305117,1,0,0,1,3,1,8,0.3022658897342191,0.08322403232894601,0,0,0,25.56787197893602,4,1
45,2.9632766290815735,0,0,1,1,3,1,7,0.1724518680568184,0.1264584757405348,0,0,0,80.7935923615604,1,3
53,3.6578559921003952,1,0,0,0,3,1,5,0.2834939258169977,0.09436213438925312,0,0,0,60.91899224772806,2,3
89,4.849970444451144,5,0,4,3,6,1,20,0.7476142430994686,0.4734008158769982,3,0,7,1.1568749095184132,0,8
31,3.474547381265802,2,0,1,0,3,1,7,0.10663706545869918,0.0985415328724312,0,0,0,98.18291046474653,3,3
85,4.928313902917968,5,1,5,5,14,1,38,0.7069054792919686,0.7723018395016901,2,1,6,2.973657542543476,0,9
55,2.8715186221836313,0,0,1,1,3,1,9,0.28172659094171704,0.18781020659095665,0,0,0,77.96289393577459,1,3
41,3.4564333828115426,1,0,0,1,2,1,7,0.3928211758095713,0.0885247361850588,0,0,0,92.98035343146132,3,2
117,4.9011931134365865,7,0,3,5,14,1,17,0.6896528098108121,0.5273046646476529,4,0,5,6.71911461657001,0,10
119,4.881784212813928,4,0,5,3,10,0,16,0.8647934310202356,0.7052565820460801,2,1,3,2.8893864850613595,0,8
23,2.534583332675533,1,0,0,1,2,1,4,0.3559518935940168,0.0896895667821545,0,0,0,103.12029676239698,1,3
35,3.3513792600922168,0,0,1,1,1,1,8,0.16977042227704858,0.1411543855246412,0,0,0,84.42739332063965,3,2
22,3.3548967599904462,0,0,1,1,3,1,5,0.29089978545576867,0.08756927279083762,0,0,0,114.37933560968702,2,1
31,2.7822341983108574,1,0,1,0,2,1,7,0.1867451003362453,0.1928390117543486,0,0,0,27.97762342386628,1,2
25,3.2380455133103707,0,0,1,1,2,1,9,0.22083274996986998,0.19553530166223154,0,0,0,169.17164131662042,1,3
24,3.221326992098904,0,0,0,1,3,1,5,0.10703770651634634,0.09941249860616644,0,0,0,105.89891487529634,3,2
42,3.6978950570814892,1,0,1,1,1,1,4,0.131013402160588,0.07709940483536142,0,0,0,40.804200904021215,4,1
23,2.6340907891418692,2,0,1,0,2,1,4,0.21548761679126716,0.11034420171144782,0,0,0,145.32641479021862,1,3
55,3.4441945504794633,1,0,0,1,2,1,5,0.26411889727553267,0.14749281472488338,0,0,0,140.60291232720837,1,2
42,3.725103124832903,1,0,0,1,3,1,8,0.2490890448717491,0.19882370222349693,0,0,0,156.22799323921532,2,3
29,3.6966966506333208,1,0,1,0,3,1,4,0.11893191073466389,0.09869137527652425,0,0,0,127.64095779950785,1,2
26,3.3566011244831966,0,0,0,0,3,1,9,0.30156782307961855,0.052956580663154625,0,0,0,36.65737311753182,3,1
22,2.7195160023815133,2,0,0,0,3,1,8,0.12644564744099335,0.07918025497527262,0,0,0,151.288342280915,2,1
55,3.0518856527552702,1,0,0,1,1,1,6,0.11302375985644575,0.14497270633910336,0,0,0,172.22453475306511,3,2
39,3.049547227962112,2,0,0,1,3,1,5,0.2816448007643214,0.12751849086922373,0,0,0,138.4258190018341,2,2
37,2.7809637978533908,0,0,1,0,3,1,6,0.3528849979417322,0.12806841382090747,0,0,0,157.72973802987798,1,1
46,2.9283895379061957,2,0,1,1,1,1,3,0.26463395777890353,0.16944285244142016,0,0,0,113.29082950754298,4,1
24,2.662615582787325,0,0,1,1,2,1,4,0.3044380346275816,0.08804234414578463,0,0,0,161.3973422130219,1,1
45,2.972231957178553,0,0,1,0,2,1,8,0.26337863461322486,0.05616022591856082,0,0,0,139.1720120847861,1,1
39,2.619723829202773,1,0,1,0,2,1,8,0.3895046108363416,0.08763395685366537,0,0,0,128.16420608840758,1,2
23,2.53161075636089,0,0,1,0,2,1,7,0.18386810253902758,0.18252410333993885,0,0,0,139.63500382358623,1,1
25,3.7261272698496706,0,0,1,1,1,1,9,0.25014319476001545,0.11506558490270265,0,0,0,59.92049274923868,2,1
32,3.7859403827573663,2,0,1,1,3,1,6,0.35134772058497366,0.08458537937075286,0,0,0,152.90280284009992,2,2
40,2.8427889434250013,2,0,1,0,2,1,6,0.2899294190072343,0.12414107752074073,0,0,0,111.7271005087041,1,2
45,3.7274714898499397,2,0,0,0,1,1,7,0.23284881111529726,0.17709041149440857,0,0,0,52.96090856832638,3,2
57,3.75909853120986,2,0,0,0,3,1,7,0.3776566623555643,0.060250115726840636,0,0,0,88.85995995052693,4,3
48,3.7689018322142744,2,0,1,0,3,1,6,0.2227676440575388,0.1622350574740264,0,0,0,38.15395067305184,4,3
22,3.116893631409173,1,0,1,0,2,1,5,0.21708866416383116,0.18365325244508174,0,0,0,150.17741013877693,4,2
22,2.7799476957973184,0,0,0,1,2,1,8,0.3854472130530362,0.17577377507645375,0,0,0,148.81445095930604,3,3
34,3.1489586308937314,0,0,0,0,2,1,6,0.2462153325016129,0.15371240862697283,0,0,0,61.88017602151719,1,2
42,3.356259761421697,1,0,0,1,3,1,8,0.2569429062091496,0.1549534863588063,0,0,0,85.73713469447944,2,1
21,3.1945148677693784,0,0,0,1,1,1,7,0.12357354914650623,0.10953849143023942,0,0,0,41.234520646889656,3,2
29,3.4428732096609216,2,0,0,1,1,1,7,0.2636471021484508,0.08105856250745494,0,0,0,107.0356978055948,4,1
34,2.758903966876187,1,0,1,1,1,1,9,0.3285803127229292,0.12576733336160095,0,0,0,178.13929067545138,3,3
20,3.4937729464981553,1,0,1,1,1,1,3,0.3772080611277199,0.06678209248236858,0,0,0,102.62790211497776,1,2
105,4.49225676936324,7,1,3,7,10,0,26,0.9110612416630746,0.5350010223902902,4,0,9,8.257197527142306,0,9
29,3.261624224989575,1,0,1,1,2,1,8,0.23895181502540255,0.08519801626637741,0,0,0,68.51104951376738,3,2
54,3.0585538565606156,2,0,0,0,1,1,6,0.3407929929387131,0.11872803301068391,0,0,0,97.27501953365683,2,2
22,3.13488701767782,0,0,0,0,1,1,3,0.30076007888142353,0.17439301989751335,0,0,0,160.63662404516276,1,1
47,3.750094874930781,0,0,0,0,1,1,4,0.11712972353355292,0.06658147494628708,0,0,0,55.10230227139941,3,1
58,3.7969739422440565,2,0,1,1,1,1,6,0.29626613860870393,0.19972998614984266,0,0,0,31.99360695520209,1,1
34,3.1087907688933005,0,0,0,1,3,1,4,0.22567708743787562,0.1275908254631466,0,0,0,33.47408178833574,4,3
21,2.991691869816348,1,0,0,0,3,1,3,0.3051610374727096,0.05380229063959077,0,0,0,130.40750214551196,1,3
33,3.686760178157548,2,0,1,1,3,1,7,0.27294173126732624,0.1642825417793666,0,0,0,145.04090363874914,3,1
56,3.7625858854511423,0,0,0,1,1,1,6,0.14717069952827005,0.15359341131220125,0,0,0,102.14951954013122,2,1
41,2.7012938130416915,1,0,1,0,1,1,8,0.2159387692983806,0.1130374402711313,0,0,0,109.93774121971671,4,1
145,5.174513477793731,4,1,4,5,7,0,29,0.6211527907291974,0.621626720737481,5,1,4,5.3681040742097625,0,10
42,3.4816784323757046,0,0,1,1,3,1,5,0.3709453176029879,0.14258955681459382,0,0,0,176.87403601478047,2,2
37,3.7241231359307636,2,0,1,1,3,1,5,0.376749668890751,0.17789992296525814,0,0,0,143.9813491604718,4,3
27,2.982520370825391,1,0,1,1,3,1,4,0.21021721860912115,0.06305258274541832,0,0,0,109.08558574851007,3,1
29,2.611532570369336,0,0,1,1,1,1,3,0.11295108725888243,0.09644011176282502,0,0,0,71.21762256094419,1,2
28,2.9965215315487645,1,0,0,0,2,1,6,0.33239013419133645,0.1465856380311696,0,0,0,104.84834131986533,2,3
36,3.1961784909117528,1,0,0,1,2,1,6,0.2165896871196517,0.11239844119628625,0,0,0,139.46735436586192,2,1
36,2.859930960339616,2,0,1,1,1,1,9,0.1962563628249531,0.13940751736414256,0,0,0,179.31751232821168,1,1
53,3.5046524452774386,2,0,1,0,1,1,4,0.264409706999272,0.1281609785762582,0,0,0,76.03247857451684,4,2
31,2.587555781909403,1,0,1,0,2,1,4,0.12240832532735621,0.17786219887979715,0,0,0,178.42373964010352,3,1
23,3.023111634258759,0,0,1,1,3,1,3,0.1909843078196336,0.10438748188920158,0,0,0,30.624856553679578,1,2
58,3.250259361849817,1,0,0,1,1,1,6,0.21589695192293978,0.136076188115677,0,0,0,86.49662334517367,1,2
30,3.214119223224126,0,0,0,1,1,1,8,0.1103383778275,0.19544115902721432,0,0,0,171.85794289431047,2,2
58,2.66341767846575,0,0,1,1,1,1,8,0.2994453972148813,0.06578293328572546,0,0,0,127.52316194888562,2,3
20,3.450078317332139,0,0,1,1,1,1,9,0.1531449368342158,0.15389389283392468,0,0,0,154.09844634369765,2,3
53,2.9137406538014434,2,0,1,0,3,1,8,0.13546558668732658,0.050004607826807365,0,0,0,133.9419273408968,1,3
50,2.8318021646475686,0,0,0,0,1,1,6,0.2585752604312327,0.17159057723902418,0,0,0,137.68331292697297,3,1
58,3.46985834304505,0,0,1,1,1,1,9,0.24331446726406833,0.06243369825400314,0,0,0,104.53921940755347,1,2
59,2.7759713341691685,0,0,1,1,3,1,3,0.3458874608642935,0.18322870244919565,0,0,0,51.87514973393224,3,3
44,3.0224391526077614,1,0,1,0,3,1,6,0.2857612951876465,0.12204413881870338,0,0,0,125.87261527701548,2,3
41,2.527347973198609,2,0,1,0,2,1,9,0.14320096717594666,0.19992018413038704,0,0,0,119.58014903570786,1,3
51,3.35058031802245,2,0,0,1,2,1,8,0.39032676313101666,0.17853109041126414,0,0,0,38.82303810549203,3,2
59,3.470033530117954,0,0,1,0,1,1,7,0.29460488600720935,0.1848873377433804,0,0,0,119.76084979957395,1,2
22,2.841263377628115,2,0,1,0,1,1,8,0.355446754493964,0.12245993677899542,0,0,0,86.57130726538979,1,3
45,3.5015353231892368,1,0,1,1,2,1,5,0.10541806592798816,0.12240925812151753,0,0,0,72.96260151918318,2,3
54,3.719937867015587,0,0,0,0,2,1,5,0.27428511396645383,0.19860187355986492,0,0,0,141.07682673097088,3,2
33,3.205822577836126,2,0,1,0,2,1,3,0.28688621325501457,0.11703112928006586,0,0,0,144.47759545134988,3,1
29,3.75806567228383,2,0,1,0,1,1,9,0.32779325654506164,0.1568998428479817,0,0,0,50.90560134534924,3,2
36,3.3094196936782554,2,0,0,1,3,1,9,0.33277345984219187,0.06919053867676749,0,0,0,75.60113318802897,1,3
46,3.7306293404594895,1,0,1,1,1,1,9,0.26575408443481763,0.0641227865188547,0,0,0,74.98611081745649,4,1
53,2.9901701103022083,1,0,1,1,3,1,5,0.3102806095053998,0.07914103565027023,0,0,0,91.55216515463009,4,2
23,2.8040660109138646,2,0,0,1,2,1,8,0.23217205840369223,0.0698606920244682,0,0,0,81.16036031639334,3,3
44,2.6887925258898235,1,0,0,0,2,1,9,0.12401902075868969,0.12116797697667851,0,0,0,21.59507755752296,4,3
36,2.774015884161095,1,0,0,0,1,1,9,0.3782065541758892,0.10488287143353207,0,0,0,70.887931608147,1,3
40,2.804275107522749,2,0,1,0,3,1,3,0.26008507939276326,0.19160619174213916,0,0,0,83.4043619986721,2,3
23,2.844545393582712,0,0,0,1,1,1,9,0.2765758292047763,0.11116088242873925,0,0,0,124.18831371897892,4,3
41,2.509186196785633,0,0,0,0,3,1,9,0.14184815819561256,0.09382169728028272,0,0,0,78.61789492699067,2,2
